,sentence1,label1,sentence2,label2,dist,match,sub
255,"The more that pictures of him appear in the news, the more likely John is to get arrested.",1,"The more that pictures of himself appear in the news, the more likely John is to get arrested.",0,0.9782608695652174,0,1
256,"The more that pictures of himself appear in the news, the more likely John is to get arrested.",0,"The more that John gets upset by them, the more that stories about him seem to show up in the news.",1,0.538860103626943,0,1
257,"The more that John gets upset by them, the more that stories about him seem to show up in the news.",1,"The more that John gets upset by them, the more that stories about himself seem to show up in the news.",0,0.9801980198019802,0,1
258,"The more that John gets upset by them, the more that stories about himself seem to show up in the news.",0,"John is more embarrassed, the more pictures of him appear in the news.",1,0.5433526011560694,0,1
259,"John is more embarrassed, the more pictures of him appear in the news.",1,"John is more embarrassed, the more pictures of him that appear in the news.",1,0.9655172413793104,1,0
260,"John is more embarrassed, the more pictures of him that appear in the news.",1,"John is more embarrassed, the more pictures of himself appear in the news.",1,0.9395973154362416,1,1
261,"John is more embarrassed, the more pictures of himself appear in the news.",1,"John is more embarrassed, the more pictures of himself that appear in the news.",1,0.9673202614379085,1,0
262,"John is more embarrassed, the more pictures of himself that appear in the news.",1,"Stories about him seem to show up more on the evening news, the more that John gets upset by them.",1,0.44067796610169496,1,1
263,"Stories about him seem to show up more on the evening news, the more that John gets upset by them.",1,"Stories about himself seem to show up more on the evening news, the more that John gets upset by them.",0,0.98,0,1
264,"Stories about himself seem to show up more on the evening news, the more that John gets upset by them.",0,"If you give him enough opportunity, every senator will succumb to corruption.",1,0.3910614525139665,0,1
265,"If you give him enough opportunity, every senator will succumb to corruption.",1,You give him enough opportunity and every senator will succumb to corruption.,1,0.935064935064935,1,1
266,You give him enough opportunity and every senator will succumb to corruption.,1,"We gave him enough opportunity and, sure enough, every senator succumbed to corruption.",0,0.8292682926829268,0,1
267,"We gave him enough opportunity and, sure enough, every senator succumbed to corruption.",0,"If you give any senator enough opportunity, he will succumb to corruption.",1,0.6459627329192547,0,1
268,"If you give any senator enough opportunity, he will succumb to corruption.",1,You give any senator enough opportunity and he will succumb to corruption.,1,0.9324324324324325,1,1
269,You give any senator enough opportunity and he will succumb to corruption.,1,You give every senator enough opportunity and he will succumb to corruption.,0,0.96,0,1
270,You give every senator enough opportunity and he will succumb to corruption.,0,"We gave any senator enough opportunity and, sure enough, he succumbed to corruption.",0,0.7875,1,1
271,"We gave any senator enough opportunity and, sure enough, he succumbed to corruption.",0,"We gave every senator enough opportunity and, sure enough, he succumbed to corruption.",0,0.9647058823529412,1,1
272,"We gave every senator enough opportunity and, sure enough, he succumbed to corruption.",0,"The more lobbyists he talks to, the more corrupt every senator seems to become.",1,0.4121212121212121,0,1
273,"The more lobbyists he talks to, the more corrupt every senator seems to become.",1,"The more lobbyists wine and dine him, the more every senator is susceptible to corruption.",1,0.6863905325443787,1,1
274,"The more lobbyists wine and dine him, the more every senator is susceptible to corruption.",1,"The more time that every senator spends with lobbyists, the more likely he succumbs to corruption.",0,0.5957446808510638,0,1
275,"The more time that every senator spends with lobbyists, the more likely he succumbs to corruption.",0,"Every senator becomes more corrupt, the more lobbyists he talks to.",1,0.49696969696969695,0,1
276,"Every senator becomes more corrupt, the more lobbyists he talks to.",1,"Any senator becomes more corrupt, the more lobbyists he talks to.",1,0.9545454545454546,1,1
277,"Any senator becomes more corrupt, the more lobbyists he talks to.",1,"He seems to become more corrupt, the more lobbyists any senator talks to.",0,0.8260869565217391,0,1
278,"He seems to become more corrupt, the more lobbyists any senator talks to.",0,"He seems to become more corrupt, the more lobbyists every senator talks to.",0,0.9594594594594594,1,1
279,"He seems to become more corrupt, the more lobbyists every senator talks to.",0,"Every senator seems to become more corrupt, if he talks to more lobbyists.",1,0.6711409395973154,0,1
280,"Every senator seems to become more corrupt, if he talks to more lobbyists.",1,"Any senator seems to become more corrupt, if he talks to more lobbyists.",1,0.9589041095890412,1,1
281,"Any senator seems to become more corrupt, if he talks to more lobbyists.",1,"Any senator seems to become more corrupt, as he talks to more lobbyists.",1,0.9722222222222222,1,1
282,"Any senator seems to become more corrupt, as he talks to more lobbyists.",1,"He seems to become more corrupt, if any senator talks to more lobbyists.",0,0.8333333333333334,0,1
283,"He seems to become more corrupt, if any senator talks to more lobbyists.",0,"He seems to become more corrupt, if every senator talks to more lobbyists.",0,0.9589041095890412,1,1
284,"He seems to become more corrupt, if every senator talks to more lobbyists.",0,"He seems to become more corrupt, as every senator talks to more lobbyists.",0,0.972972972972973,1,1
285,"He seems to become more corrupt, as every senator talks to more lobbyists.",0,"He seems to become more corrupt, as any senator talks to more lobbyists.",0,0.9589041095890412,1,1
286,"He seems to become more corrupt, as any senator talks to more lobbyists.",0,"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters.",1,0.46327683615819204,0,1
287,"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters.",1,This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,0.8,1,1
288,This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,"The folks up at corporate headquarters are the sort of people who the sooner you solve this problem, the more easily you'll satisfy.",1,0.6070038910505837,1,1
289,"The folks up at corporate headquarters are the sort of people who the sooner you solve this problem, the more easily you'll satisfy.",1,"This problem, the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.",1,0.5232067510548524,1,1
290,"This problem, the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.",1,Who did you give pictures of to friends of?,1,0.3513513513513513,1,1
291,Who did you give pictures of to friends of?,1,It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,0.3291139240506329,1,1
292,It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,"It is the folks up at corporate headquarters who the sooner you solve this problem, the more easily you'll satisfy.",0,0.6173913043478261,0,1
293,"It is the folks up at corporate headquarters who the sooner you solve this problem, the more easily you'll satisfy.",0,"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?",0,0.5291479820627802,1,1
294,"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?",0,"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?",0,0.9196428571428571,1,1
295,"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?",0,"Which problem the sooner that you solve, will the more easily you satisfy the folks up at corporate headquarters?",0,0.9432314410480349,1,1
296,"Which problem the sooner that you solve, will the more easily you satisfy the folks up at corporate headquarters?",0,"The harder it rains, the faster who runs?",0,0.36363636363636365,1,1
297,"The harder it rains, the faster who runs?",0,"The louder who talks, the angrier you get?",0,0.5783132530120482,1,1
298,"The louder who talks, the angrier you get?",0,"The harder that it rains, how much faster a flow do you see in the river?",1,0.4869565217391304,0,1
299,"The harder that it rains, how much faster a flow do you see in the river?",1,"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters.",1,0.4088397790055248,1,1
300,"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters.",1,"I finally worked up enough courage to ask which people up at corporate headquarters the sooner I solve this problem, the quicker I'll get free of.",0,0.49606299212598426,0,1
301,"I finally worked up enough courage to ask which people up at corporate headquarters the sooner I solve this problem, the quicker I'll get free of.",0,"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?",0,0.6366782006920415,1,1
302,"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?",0,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve.,0,0.4426877470355731,1,1
303,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve.,0,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve it.,1,0.9865470852017937,0,0
304,This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve it.,1,This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.,0,0.8546255506607929,0,1
305,This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.,0,Those are the folks that you just solve this problem and you'll be able to put them on ice.,0,0.575609756097561,1,1
306,Those are the folks that you just solve this problem and you'll be able to put them on ice.,0,"They failed to tell me which problem I'll beat the competition more easily, the sooner I solve.",0,0.5053763440860215,1,1
307,"They failed to tell me which problem I'll beat the competition more easily, the sooner I solve.",0,"This is the problem that you'll beat the competition more easily, the sooner you solve.",0,0.7912087912087912,1,1
